job_uuid,client_uuid,driver_uuid,vehicle_uuid,client_device,is_subs_trip,request_type,status,request_date_time,request time,begintrip_date_time,begin trip time,dropoff_date_time,dropoff time,trip_distance_miles,payment_method,pickup_walking_distance_meters,vehicle_capacity,trip_date
4304,941,190,171,clientlite,FALSE,PRESCHEDULING,rider_canceled,01-02-2021 00:00,06:51:00,,,,,0,cash,1882.9175,14,01-02-2021
4305,581,374,295,android,TRUE,PRESCHEDULING,completed,15-02-2021 00:00,09:00:00,15-02-2021 00:00,09:03:00,15-02-2021 00:00,10:01:00,14.471931,cash,0,15,15-02-2021
4306,3830,,,clientlite,FALSE,MICROSCHEDULING,rider_canceled,23-02-2021 00:00,18:09:00,,,,,0,cash,246.82697,,23-02-2021
4307,330,197,254,clientlite,TRUE,PRESCHEDULING,completed,15-02-2021 00:00,17:29:00,15-02-2021 00:00,17:25:00,15-02-2021 00:00,19:04:00,20.954851,cash,32.599945,15,15-02-2021
4308,4712,414,380,android,TRUE,PRESCHEDULING,completed,28-02-2021 00:00,17:24:00,28-02-2021 00:00,17:30:00,28-02-2021 00:00,18:26:00,11.775579,cash,174.00111,15,28-02-2021
4309,3938,499,393,android,FALSE,PRESCHEDULING,completed,16-02-2021 00:00,17:28:00,16-02-2021 00:00,17:24:00,16-02-2021 00:00,18:04:00,22.197681,cash,245.33768,15,16-02-2021
4310,4217,346,149,clientlite,FALSE,PRESCHEDULING,completed,09-02-2021 00:00,17:17:00,09-02-2021 00:00,17:19:00,09-02-2021 00:00,18:33:00,26.834333,stored_value,0,15,09-02-2021
4311,4213,108,340,android,FALSE,PRESCHEDULING,completed,21-02-2021 00:00,16:10:00,21-02-2021 00:00,16:11:00,21-02-2021 00:00,17:34:00,21.86566,cash,142.45445,15,21-02-2021
4312,1509,197,254,iphone,FALSE,MICROSCHEDULING,rider_canceled,24-02-2021 00:00,09:02:00,,,,,0,Visa,899.3851,15,24-02-2021
4313,4379,442,472,iphone,FALSE,PRESCHEDULING,driver_canceled,01-02-2021 00:00,18:22:00,,,,,0,Visa,128.9309,14,01-02-2021
4314,3751,244,76,iphone,FALSE,MICROSCHEDULING,completed,01-02-2021 00:00,17:00:00,01-02-2021 00:00,17:30:00,01-02-2021 00:00,18:19:00,15.590771,cash,2792.5127,14,01-02-2021
4315,4926,302,143,iphone,FALSE,PRESCHEDULING,completed,23-02-2021 00:00,08:11:00,23-02-2021 00:00,08:15:00,23-02-2021 00:00,08:51:00,16.820513,cash,0,14,23-02-2021
4316,2764,,,clientlite,FALSE,ON_DEMAND,rider_canceled,28-02-2021 00:00,17:06:00,,,,,0,cash,,,28-02-2021
4317,4966,373,129,iphone,TRUE,PRESCHEDULING,completed,15-02-2021 00:00,09:19:00,15-02-2021 00:00,09:22:00,15-02-2021 00:00,09:58:00,10.293449,Visa,352.33435,15,15-02-2021
4318,234,415,492,clientlite,TRUE,MICROSCHEDULING,completed,08-02-2021 00:00,08:41:00,08-02-2021 00:00,09:02:00,08-02-2021 00:00,10:23:00,32.77212,cash,348.68088,15,08-02-2021
4319,4650,102,465,android,TRUE,MICROSCHEDULING,completed,01-02-2021 00:00,18:37:00,01-02-2021 00:00,19:16:00,01-02-2021 00:00,20:18:00,11.476569,cash,337.47003,15,01-02-2021
4320,1319,447,183,clientlite,TRUE,PRESCHEDULING,completed,16-02-2021 00:00,09:14:00,16-02-2021 00:00,09:15:00,16-02-2021 00:00,10:07:00,14.900224,cash,1398.101,15,16-02-2021
4321,230,329,77,clientlite,FALSE,PRESCHEDULING,completed,21-02-2021 00:00,14:04:00,21-02-2021 00:00,14:06:00,21-02-2021 00:00,14:32:00,7.131725,cash,633.2336,15,21-02-2021
4322,2732,260,418,android,FALSE,MICROSCHEDULING,completed,03-02-2021 00:00,17:32:00,03-02-2021 00:00,17:48:00,03-02-2021 00:00,19:07:00,17.64909,cash,1176.103,15,03-02-2021
4323,2239,315,330,iphone,TRUE,MICROSCHEDULING,completed,08-02-2021 00:00,17:44:00,08-02-2021 00:00,17:55:00,08-02-2021 00:00,18:48:00,18.811691,cash,231.73943,15,08-02-2021
4324,3922,,,clientlite,FALSE,PRESCHEDULING,rider_canceled,12-02-2021 00:00,19:39:00,,,,,0,cash,,,12-02-2021
4325,1703,499,393,clientlite,TRUE,MICROSCHEDULING,completed,24-02-2021 00:00,17:11:00,24-02-2021 00:00,17:28:00,24-02-2021 00:00,18:16:00,25.06803,Visa,458.8612,15,24-02-2021
4326,2424,155,484,clientlite,TRUE,PRESCHEDULING,completed,17-02-2021 00:00,09:26:00,17-02-2021 00:00,09:26:00,17-02-2021 00:00,09:50:00,10.449868,cash,31.996126,15,17-02-2021
4327,4531,160,259,clientlite,FALSE,PRESCHEDULING,completed,03-02-2021 00:00,08:39:00,03-02-2021 00:00,08:40:00,03-02-2021 00:00,09:25:00,21.087685,MasterCard,221.62859,15,03-02-2021
4328,1224,169,314,android,FALSE,PRESCHEDULING,completed,03-02-2021 00:00,15:32:00,03-02-2021 00:00,15:32:00,03-02-2021 00:00,16:27:00,21.702713,MasterCard,106.74727,15,03-02-2021
4329,5382,,,iphone,FALSE,PRESCHEDULING,rider_canceled,22-02-2021 00:00,22:22:00,,,,,0,cash,,,22-02-2021
4330,5084,,,iphone,FALSE,PRESCHEDULING,rider_canceled,16-02-2021 00:00,23:57:00,,,,,0,cash,,,16-02-2021
4331,2814,238,511,iphone,TRUE,PRESCHEDULING,completed,18-02-2021 00:00,17:19:00,18-02-2021 00:00,17:18:00,18-02-2021 00:00,18:24:00,11.052746,Visa,246.78271,15,18-02-2021
4332,5628,333,219,iphone,FALSE,PRESCHEDULING,driver_canceled,28-02-2021 00:00,15:51:00,,,,,0,cash,40.087162,14,28-02-2021
4333,2173,32,303,iphone,FALSE,PRESCHEDULING,completed,01-02-2021 00:00,16:11:00,01-02-2021 00:00,16:17:00,01-02-2021 00:00,17:03:00,25.3841,cash,0,14,01-02-2021
4334,2459,174,316,clientlite,TRUE,MICROSCHEDULING,completed,04-02-2021 00:00,07:49:00,04-02-2021 00:00,07:57:00,04-02-2021 00:00,08:38:00,20.979685,MasterCard,245.0643,15,04-02-2021
4335,384,501,8,iphone,TRUE,PRESCHEDULING,completed,28-02-2021 00:00,08:13:00,28-02-2021 00:00,08:13:00,28-02-2021 00:00,09:04:00,28.993563,cash,1262.3425,14,28-02-2021
4336,4958,,,clientlite,FALSE,PRESCHEDULING,rider_canceled,14-02-2021 00:00,11:41:00,,,,,0,cash,,,14-02-2021
4337,459,474,157,android,FALSE,MICROSCHEDULING,completed,15-02-2021 00:00,15:26:00,15-02-2021 00:00,15:34:00,15-02-2021 00:00,16:16:00,16.726053,cash,0,15,15-02-2021
4338,3911,203,164,clientlite,TRUE,MICROSCHEDULING,completed,16-02-2021 00:00,15:55:00,16-02-2021 00:00,16:28:00,16-02-2021 00:00,17:27:00,16.282497,cash,151.22285,15,16-02-2021
4339,2839,199,105,iphone,TRUE,MICROSCHEDULING,completed,02-02-2021 00:00,17:36:00,02-02-2021 00:00,18:06:00,02-02-2021 00:00,19:08:00,26.72779,cash,0,15,02-02-2021
4340,5686,353,16,android,FALSE,PRESCHEDULING,driver_canceled,07-02-2021 00:00,07:59:00,,,,,0,cash,992.74036,15,07-02-2021
4341,3238,355,92,android,FALSE,MICROSCHEDULING,completed,25-02-2021 00:00,08:51:00,25-02-2021 00:00,09:11:00,25-02-2021 00:00,10:03:00,11.221047,cash,706.2431,14,25-02-2021
4342,5271,437,74,android,FALSE,MICROSCHEDULING,completed,03-02-2021 00:00,10:22:00,03-02-2021 00:00,10:32:00,03-02-2021 00:00,11:10:00,10.1194935,cash,0,15,03-02-2021
4343,3890,400,182,iphone,FALSE,PRESCHEDULING,completed,16-02-2021 00:00,08:17:00,16-02-2021 00:00,08:22:00,16-02-2021 00:00,09:12:00,21.739061,cash,2281.062,14,16-02-2021
4344,4841,160,259,clientlite,FALSE,PRESCHEDULING,completed,08-02-2021 00:00,08:30:00,08-02-2021 00:00,08:32:00,08-02-2021 00:00,09:25:00,28.731392,cash,548.99835,15,08-02-2021
4345,3820,,,iphone,FALSE,PRESCHEDULING,rider_canceled,04-02-2021 00:00,13:37:00,,,,,0,cash,,,04-02-2021
4346,979,79,358,android,TRUE,PRESCHEDULING,completed,17-02-2021 00:00,07:35:00,17-02-2021 00:00,07:36:00,17-02-2021 00:00,08:17:00,13.728493,cash,879.0447,15,17-02-2021
4347,5914,229,499,clientlite,TRUE,MICROSCHEDULING,completed,07-02-2021 00:00,16:28:00,07-02-2021 00:00,17:18:00,07-02-2021 00:00,17:28:00,3.142936,cash,502.86658,14,07-02-2021
4348,632,311,452,android,FALSE,MICROSCHEDULING,rider_canceled,02-02-2021 00:00,17:34:00,,,,,0,cash,118.845055,15,02-02-2021
4349,2645,,,iphone,FALSE,PRESCHEDULING,rider_canceled,28-02-2021 00:00,06:30:00,,,,,0,cash,,,28-02-2021
4350,4164,62,410,android,FALSE,MICROSCHEDULING,completed,16-02-2021 00:00,07:18:00,16-02-2021 00:00,07:20:00,16-02-2021 00:00,08:12:00,21.59397,cash,1080.2765,15,16-02-2021
4351,2241,95,190,android,FALSE,MICROSCHEDULING,completed,15-02-2021 00:00,15:27:00,15-02-2021 00:00,16:31:00,15-02-2021 00:00,17:17:00,8.492317,cash,180.86728,15,15-02-2021
4352,5174,452,278,clientlite,TRUE,PRESCHEDULING,completed,16-02-2021 00:00,16:08:00,16-02-2021 00:00,16:08:00,16-02-2021 00:00,17:03:00,20.853657,Visa,578.8151,15,16-02-2021
4353,174,488,487,android,FALSE,PRESCHEDULING,completed,03-02-2021 00:00,06:33:00,03-02-2021 00:00,06:33:00,03-02-2021 00:00,07:25:00,21.3529,cash,92.3458,15,03-02-2021
4354,5749,470,439,android,TRUE,PRESCHEDULING,completed,23-02-2021 00:00,07:53:00,23-02-2021 00:00,07:55:00,23-02-2021 00:00,09:04:00,14.136445,Visa,711.7838,14,23-02-2021
4355,1885,,,clientlite,FALSE,PRESCHEDULING,rider_canceled,15-02-2021 00:00,21:39:00,,,,,0,cash,,,15-02-2021
4356,4119,250,202,clientlite,TRUE,PRESCHEDULING,completed,03-02-2021 00:00,06:51:00,03-02-2021 00:00,06:50:00,03-02-2021 00:00,07:36:00,15.259734,Visa,20.81788,14,03-02-2021
4357,1538,409,3,iphone,FALSE,MICROSCHEDULING,completed,01-02-2021 00:00,09:56:00,01-02-2021 00:00,10:45:00,01-02-2021 00:00,11:15:00,12.434206,cash,1949.5276,14,01-02-2021
4358,5886,261,100,android,FALSE,PRESCHEDULING,completed,14-02-2021 00:00,07:05:00,14-02-2021 00:00,07:09:00,14-02-2021 00:00,08:01:00,26.077755,cash,2244.9495,14,14-02-2021
4359,4456,458,121,clientlite,FALSE,PRESCHEDULING,completed,04-02-2021 00:00,08:49:00,04-02-2021 00:00,08:54:00,04-02-2021 00:00,09:26:00,17.847057,cash,324.4944,15,04-02-2021
4360,5050,509,313,clientlite,TRUE,PRESCHEDULING,completed,01-02-2021 00:00,07:28:00,01-02-2021 00:00,07:25:00,01-02-2021 00:00,08:16:00,23.105314,cash,74.08739,14,01-02-2021
4361,2047,85,155,android,FALSE,PRESCHEDULING,completed,25-02-2021 00:00,17:07:00,25-02-2021 00:00,17:08:00,25-02-2021 00:00,18:01:00,17.355558,stored_value,0,15,25-02-2021
4362,5090,385,287,android,FALSE,PRESCHEDULING,rider_canceled,03-02-2021 00:00,08:04:00,,,,,0,cash,870.4321,14,03-02-2021
4363,1056,353,16,android,FALSE,PRESCHEDULING,rider_canceled,02-02-2021 00:00,07:31:00,,,,,0,cash,1614.7698,15,02-02-2021
4364,4840,230,522,android,TRUE,PRESCHEDULING,completed,28-02-2021 00:00,08:17:00,28-02-2021 00:00,08:28:00,28-02-2021 00:00,09:26:00,20.100613,cash,651.6321,15,28-02-2021
4365,1044,,,android,FALSE,PRESCHEDULING,unfulfilled,23-02-2021 00:00,07:45:00,,,,,0,cash,0,,23-02-2021
4366,5413,,,clientlite,FALSE,PRESCHEDULING,rider_canceled,06-02-2021 00:00,19:56:00,,,,,0,cash,,,06-02-2021
4367,1952,,,android,FALSE,PRESCHEDULING,rider_canceled,11-02-2021 00:00,13:04:00,,,,,0,cash,,,11-02-2021
4368,3374,35,195,iphone,FALSE,PRESCHEDULING,completed,11-02-2021 00:00,16:06:00,11-02-2021 00:00,16:06:00,11-02-2021 00:00,16:55:00,19.932163,cash,0,14,11-02-2021
4369,2119,107,427,clientlite,TRUE,PRESCHEDULING,completed,01-02-2021 00:00,16:07:00,01-02-2021 00:00,16:09:00,01-02-2021 00:00,17:17:00,20.641293,cash,373.7904,14,01-02-2021
4370,3929,228,33,unknown,FALSE,PRESCHEDULING,completed,17-02-2021 00:00,07:00:00,17-02-2021 00:00,07:18:00,17-02-2021 00:00,07:46:00,12.578121,derivative,0,14,17-02-2021
4371,3311,,,iphone,FALSE,PRESCHEDULING,rider_canceled,27-02-2021 00:00,16:11:00,,,,,0,cash,,,27-02-2021
4372,3698,270,226,clientlite,TRUE,PRESCHEDULING,completed,08-02-2021 00:00,16:59:00,08-02-2021 00:00,17:06:00,08-02-2021 00:00,17:42:00,11.813495,cash,278.4666,14,08-02-2021
4373,1112,369,88,iphone,FALSE,MICROSCHEDULING,completed,15-02-2021 00:00,18:07:00,15-02-2021 00:00,18:30:00,15-02-2021 00:00,19:28:00,9.447836,cash,9.47558,14,15-02-2021
4374,5195,151,223,clientlite,TRUE,PRESCHEDULING,completed,03-02-2021 00:00,08:03:00,03-02-2021 00:00,08:08:00,03-02-2021 00:00,09:16:00,14.343052,cash,53.016953,15,03-02-2021
4375,2115,138,36,iphone,FALSE,PRESCHEDULING,driver_canceled,28-02-2021 00:00,07:30:00,,,,,0,cash,247.5771,14,28-02-2021
4376,3666,,,android,FALSE,PRESCHEDULING,rider_canceled,04-02-2021 00:00,12:44:00,,,,,0,cash,,,04-02-2021
4377,2902,466,426,clientlite,FALSE,MICROSCHEDULING,completed,04-02-2021 00:00,16:43:00,04-02-2021 00:00,17:10:00,04-02-2021 00:00,18:16:00,13.495772,cash,248.6954,15,04-02-2021
4378,5120,473,160,clientlite,FALSE,MICROSCHEDULING,rider_canceled,17-02-2021 00:00,16:46:00,,,,,0,cash,1334.5178,14,17-02-2021
4379,2339,44,147,iphone,FALSE,MICROSCHEDULING,completed,14-02-2021 00:00,07:49:00,14-02-2021 00:00,08:01:00,14-02-2021 00:00,08:41:00,14.369723,cash,76.3492,15,14-02-2021
4380,2548,,,clientlite,FALSE,PRESCHEDULING,rider_canceled,28-02-2021 00:00,15:56:00,,,,,0,cash,,,28-02-2021
4381,3212,,,android,FALSE,MICROSCHEDULING,rider_canceled,09-02-2021 00:00,07:59:00,,,,,0,cash,2402.5674,,09-02-2021
4382,728,172,211,android,FALSE,PRESCHEDULING,rider_canceled,23-02-2021 00:00,07:26:00,,,,,0,cash,0,15,23-02-2021
4383,1146,300,309,clientlite,TRUE,PRESCHEDULING,completed,08-02-2021 00:00,07:57:00,08-02-2021 00:00,07:59:00,08-02-2021 00:00,08:36:00,18.123598,cash,268.26944,14,08-02-2021
4384,3847,400,182,clientlite,TRUE,MICROSCHEDULING,completed,03-02-2021 00:00,17:31:00,03-02-2021 00:00,17:48:00,03-02-2021 00:00,19:04:00,35.87821,cash,1109.3167,14,03-02-2021
4385,5771,124,220,android,FALSE,PRESCHEDULING,driver_canceled,18-02-2021 00:00,09:09:00,,,,,0,MasterCard,301.81326,14,18-02-2021
4386,2044,473,160,clientlite,FALSE,PRESCHEDULING,driver_canceled,16-02-2021 00:00,16:52:00,,,,,0,cash,1285.9476,14,16-02-2021
4387,183,,,android,FALSE,MICROSCHEDULING,rider_canceled,08-02-2021 00:00,17:15:00,,,,,0,cash,945.12244,,08-02-2021
4388,3306,156,374,iphone,FALSE,PRESCHEDULING,completed,15-02-2021 00:00,17:43:00,15-02-2021 00:00,17:44:00,15-02-2021 00:00,18:37:00,24.587107,Visa,238.16133,15,15-02-2021
4389,3187,445,398,android,TRUE,PRESCHEDULING,completed,28-02-2021 00:00,06:36:00,28-02-2021 00:00,06:38:00,28-02-2021 00:00,07:42:00,40.611046,cash,617.43634,15,28-02-2021
4390,483,454,370,clientlite,FALSE,PRESCHEDULING,completed,23-02-2021 00:00,08:26:00,23-02-2021 00:00,08:26:00,23-02-2021 00:00,09:26:00,19.424122,MasterCard,649.88116,14,23-02-2021
4391,754,205,458,iphone,TRUE,MICROSCHEDULING,completed,15-02-2021 00:00,18:16:00,15-02-2021 00:00,18:47:00,15-02-2021 00:00,19:44:00,21.530777,cash,282.72626,15,15-02-2021
4392,2696,317,93,android,FALSE,MICROSCHEDULING,completed,02-02-2021 00:00,14:32:00,02-02-2021 00:00,15:01:00,02-02-2021 00:00,15:52:00,32.070843,cash,154.59663,14,02-02-2021
4393,3339,510,262,iphone,TRUE,MICROSCHEDULING,completed,21-02-2021 00:00,16:57:00,21-02-2021 00:00,17:13:00,21-02-2021 00:00,18:58:00,24.62318,cash,1381.8145,15,21-02-2021
4394,4717,268,283,clientlite,TRUE,PRESCHEDULING,completed,15-02-2021 00:00,06:10:00,15-02-2021 00:00,06:10:00,15-02-2021 00:00,07:07:00,41.579575,MasterCard,100.01363,15,15-02-2021
4395,453,504,341,iphone,TRUE,PRESCHEDULING,completed,15-02-2021 00:00,09:27:00,15-02-2021 00:00,09:31:00,15-02-2021 00:00,10:45:00,31.06385,cash,1541.7461,14,15-02-2021
4396,778,429,459,iphone,FALSE,MICROSCHEDULING,completed,11-02-2021 00:00,14:25:00,11-02-2021 00:00,14:42:00,11-02-2021 00:00,15:24:00,13.919297,MasterCard,689.37317,15,11-02-2021
4397,5365,469,404,clientlite,FALSE,MICROSCHEDULING,driver_canceled,25-02-2021 00:00,16:44:00,,,,,0,cash,906.46,14,25-02-2021
4398,2022,406,255,android,FALSE,MICROSCHEDULING,completed,17-02-2021 00:00,15:49:00,17-02-2021 00:00,16:22:00,17-02-2021 00:00,16:48:00,6.8401184,cash,707.5109,14,17-02-2021
4399,1529,61,506,iphone,FALSE,PRESCHEDULING,completed,22-02-2021 00:00,07:23:00,22-02-2021 00:00,07:27:00,22-02-2021 00:00,07:49:00,14.914724,stored_value,215.91641,15,22-02-2021
4400,5698,,,iphone,FALSE,MICROSCHEDULING,unfulfilled,11-02-2021 00:00,18:46:00,,,,,0,Visa,385.9309,,11-02-2021
4401,1394,192,493,iphone,TRUE,MICROSCHEDULING,completed,25-02-2021 00:00,17:36:00,25-02-2021 00:00,17:54:00,25-02-2021 00:00,18:55:00,12.893211,cash,379.91165,15,25-02-2021
4402,5787,262,490,clientlite,TRUE,MICROSCHEDULING,completed,09-02-2021 00:00,07:43:00,09-02-2021 00:00,08:05:00,09-02-2021 00:00,08:50:00,14.007366,cash,123.70299,15,09-02-2021
4403,4638,73,329,clientlite,TRUE,PRESCHEDULING,completed,18-02-2021 00:00,08:44:00,18-02-2021 00:00,08:41:00,18-02-2021 00:00,09:32:00,21.195145,cash,0,14,18-02-2021
4404,4185,129,166,iphone,FALSE,PRESCHEDULING,completed,01-02-2021 00:00,09:03:00,01-02-2021 00:00,09:06:00,01-02-2021 00:00,09:43:00,14.927812,cash,57.12492,14,01-02-2021
4405,1278,19,269,iphone,TRUE,PRESCHEDULING,completed,03-02-2021 00:00,07:32:00,03-02-2021 00:00,07:32:00,03-02-2021 00:00,07:44:00,4.81691,cash,228.60075,15,03-02-2021
4406,1284,346,149,iphone,FALSE,PRESCHEDULING,completed,02-02-2021 00:00,08:50:00,02-02-2021 00:00,08:56:00,02-02-2021 00:00,09:36:00,15.367737,cash,9031.923,15,02-02-2021
4407,3422,511,50,iphone,FALSE,MICROSCHEDULING,completed,18-02-2021 00:00,18:12:00,18-02-2021 00:00,18:22:00,18-02-2021 00:00,19:25:00,23.602057,Visa,337.12238,15,18-02-2021
4408,5745,60,369,clientlite,FALSE,PRESCHEDULING,driver_canceled,28-02-2021 00:00,06:52:00,,,,,0,cash,0,11,28-02-2021
4409,5851,,,iphone,FALSE,PRESCHEDULING,rider_canceled,06-02-2021 00:00,23:52:00,,,,,0,Visa,,,06-02-2021
4410,1801,136,189,clientlite,TRUE,MICROSCHEDULING,completed,04-02-2021 00:00,09:41:00,04-02-2021 00:00,09:46:00,04-02-2021 00:00,10:27:00,25.579678,cash,344.311,15,04-02-2021
4411,1079,179,515,android,FALSE,PRESCHEDULING,completed,08-02-2021 00:00,08:54:00,08-02-2021 00:00,08:57:00,08-02-2021 00:00,09:36:00,14.621353,cash,0,15,08-02-2021
4412,5350,,,android,FALSE,PRESCHEDULING,rider_canceled,14-02-2021 00:00,10:57:00,,,,,0,MasterCard,,,14-02-2021
4413,3990,438,55,android,TRUE,PRESCHEDULING,completed,09-02-2021 00:00,17:27:00,09-02-2021 00:00,17:35:00,09-02-2021 00:00,18:26:00,14.668461,cash,0,15,09-02-2021
4414,4960,286,31,clientlite,FALSE,PRESCHEDULING,completed,15-02-2021 00:00,09:22:00,15-02-2021 00:00,09:23:00,15-02-2021 00:00,10:24:00,15.545431,cash,791.57776,15,15-02-2021
4415,2285,283,38,iphone,TRUE,MICROSCHEDULING,completed,10-02-2021 00:00,17:03:00,10-02-2021 00:00,18:16:00,10-02-2021 00:00,19:04:00,17.730455,Visa,249.30827,15,10-02-2021
4416,1356,145,133,android,FALSE,MICROSCHEDULING,rider_canceled,25-02-2021 00:00,08:24:00,,,,,0,cash,1232.0623,15,25-02-2021
4417,2123,483,124,clientlite,FALSE,PRESCHEDULING,completed,24-02-2021 00:00,15:51:00,24-02-2021 00:00,15:46:00,24-02-2021 00:00,16:34:00,17.626013,cash,703.11017,15,24-02-2021
4418,4835,305,365,iphone,FALSE,PRESCHEDULING,completed,23-02-2021 00:00,09:21:00,23-02-2021 00:00,09:27:00,23-02-2021 00:00,10:01:00,18.46406,cash,33.530792,15,23-02-2021
4419,2462,,,android,FALSE,PRESCHEDULING,rider_canceled,08-02-2021 00:00,17:07:00,,,,,0,cash,,,08-02-2021
4420,686,,,clientlite,FALSE,PRESCHEDULING,rider_canceled,14-02-2021 00:00,22:12:00,,,,,0,cash,,,14-02-2021
4421,2886,,,clientlite,FALSE,PRESCHEDULING,rider_canceled,04-02-2021 00:00,07:48:00,,,,,0,cash,0,,04-02-2021
4422,1889,206,187,iphone,FALSE,MICROSCHEDULING,completed,22-02-2021 00:00,15:37:00,22-02-2021 00:00,15:57:00,22-02-2021 00:00,16:33:00,10.693668,cash,0,14,22-02-2021
4423,259,,,clientlite,FALSE,PRESCHEDULING,rider_canceled,08-02-2021 00:00,07:25:00,,,,,0,cash,,,08-02-2021
4424,1374,243,181,iphone,FALSE,MICROSCHEDULING,driver_canceled,09-02-2021 00:00,08:28:00,,,,,0,cash,479.47653,15,09-02-2021
4425,4049,470,439,iphone,FALSE,PRESCHEDULING,completed,10-02-2021 00:00,08:01:00,10-02-2021 00:00,08:01:00,10-02-2021 00:00,09:51:00,43.512283,cash,0,14,10-02-2021
4426,4360,,,iphone,FALSE,PRESCHEDULING,rider_canceled,19-02-2021 00:00,18:35:00,,,,,0,stored_value,,,19-02-2021
4427,61,126,116,iphone,FALSE,MICROSCHEDULING,completed,14-02-2021 00:00,17:51:00,14-02-2021 00:00,18:09:00,14-02-2021 00:00,19:06:00,17.040768,cash,245.05055,15,14-02-2021
4428,4676,132,409,android,TRUE,PRESCHEDULING,completed,09-02-2021 00:00,08:13:00,09-02-2021 00:00,08:11:00,09-02-2021 00:00,09:01:00,21.328787,cash,0,15,09-02-2021
4429,1234,153,312,iphone,TRUE,MICROSCHEDULING,completed,24-02-2021 00:00,17:50:00,24-02-2021 00:00,18:25:00,24-02-2021 00:00,18:57:00,9.817507,cash,27.955538,15,24-02-2021
4430,5251,347,169,iphone,TRUE,PRESCHEDULING,completed,09-02-2021 00:00,07:10:00,09-02-2021 00:00,07:11:00,09-02-2021 00:00,08:11:00,32.70254,cash,0,14,09-02-2021
4431,5407,5,137,iphone,FALSE,PRESCHEDULING,completed,25-02-2021 00:00,17:38:00,25-02-2021 00:00,17:38:00,25-02-2021 00:00,19:17:00,30.56157,cash,571.3683,15,25-02-2021
4432,4714,29,68,clientlite,FALSE,MICROSCHEDULING,rider_canceled,01-02-2021 00:00,10:37:00,01-02-2021 00:00,11:04:00,,,32.212463,cash,0,15,01-02-2021
4433,3571,,,iphone,FALSE,PRESCHEDULING,rider_canceled,27-02-2021 00:00,17:10:00,,,,,0,cash,,,27-02-2021
4434,3229,434,524,iphone,FALSE,PRESCHEDULING,rider_canceled,04-02-2021 00:00,17:17:00,,,,,0,cash,534.9745,15,04-02-2021
4435,5783,506,209,clientlite,TRUE,MICROSCHEDULING,completed,16-02-2021 00:00,07:41:00,16-02-2021 00:00,08:15:00,16-02-2021 00:00,08:57:00,21.016226,cash,0,15,16-02-2021
4436,4012,89,379,clientlite,TRUE,PRESCHEDULING,completed,23-02-2021 00:00,16:27:00,23-02-2021 00:00,16:29:00,23-02-2021 00:00,17:32:00,8.419495,cash,285.1408,15,23-02-2021
4437,3782,,,iphone,FALSE,PRESCHEDULING,rider_canceled,23-02-2021 00:00,20:47:00,,,,,0,stored_value,,,23-02-2021
4438,1532,463,359,clientlite,TRUE,PRESCHEDULING,completed,14-02-2021 00:00,06:35:00,14-02-2021 00:00,06:37:00,14-02-2021 00:00,07:42:00,36.31252,MasterCard,0,15,14-02-2021
4439,5413,329,146,clientlite,TRUE,PRESCHEDULING,completed,25-02-2021 00:00,16:26:00,25-02-2021 00:00,16:25:00,25-02-2021 00:00,17:04:00,10.232042,cash,0,15,25-02-2021
4440,3850,360,332,clientlite,FALSE,PRESCHEDULING,completed,17-02-2021 00:00,08:32:00,17-02-2021 00:00,08:30:00,17-02-2021 00:00,09:21:00,28.608614,cash,985.5357,15,17-02-2021
4441,1719,63,144,android,FALSE,MICROSCHEDULING,completed,03-02-2021 00:00,09:18:00,03-02-2021 00:00,09:30:00,03-02-2021 00:00,10:13:00,20.311455,cash,494.9321,14,03-02-2021
4442,2770,159,273,iphone,FALSE,PRESCHEDULING,completed,14-02-2021 00:00,09:28:00,14-02-2021 00:00,09:42:00,14-02-2021 00:00,10:18:00,9.919176,cash,216.99913,15,14-02-2021
4443,3876,387,1,clientlite,FALSE,MICROSCHEDULING,rider_canceled,02-02-2021 00:00,16:39:00,,,,,0,cash,320.9426,15,02-02-2021
4444,5174,267,12,clientlite,TRUE,PRESCHEDULING,completed,11-02-2021 00:00,06:17:00,11-02-2021 00:00,06:19:00,11-02-2021 00:00,07:01:00,19.43625,cash,93.55961,14,11-02-2021
4445,1288,172,211,android,FALSE,MICROSCHEDULING,rider_canceled,02-02-2021 00:00,16:57:00,,,,,0,cash,46.66146,15,02-02-2021
4446,3690,19,269,android,FALSE,MICROSCHEDULING,rider_canceled,03-02-2021 00:00,16:47:00,,,,,0,MasterCard,98.766495,15,03-02-2021
4447,1570,369,88,iphone,FALSE,PRESCHEDULING,driver_canceled,03-02-2021 00:00,08:39:00,,,,,0,cash,723.9852,14,03-02-2021
4448,4280,199,105,iphone,FALSE,MICROSCHEDULING,completed,02-02-2021 00:00,17:37:00,02-02-2021 00:00,18:04:00,02-02-2021 00:00,19:06:00,25.874376,MasterCard,266.41977,15,02-02-2021
4449,2239,430,199,iphone,TRUE,MICROSCHEDULING,completed,18-02-2021 00:00,09:18:00,18-02-2021 00:00,09:33:00,18-02-2021 00:00,10:14:00,20.122972,cash,302.55405,15,18-02-2021
